parameter	value
pastml_version	1.9.33
character	country
log_likelihood	-494.7022117780819
log_likelihood_restricted_JOINT	-507.9945587229734
log_likelihood_restricted_MAP	-515.1887150231062
log_likelihood_restricted_MPPA	-498.7272241472389
method	MPPA
model	F81
num_nodes	486
num_scenarios	2687385600
num_states_per_node_avg	1.1193415637860082
num_tips	301
num_unresolved_nodes	17
percentage_of_unresolved_nodes	3.4979423868312756
scaling_factor	0.20237964991957647
smoothing_factor	0.5866487062466561
state_changes_per_avg_branch	0.26967671817884376
Angola	0.010206365180953064
Argentina	0.009862762599150445
Australia	0.009862825523317034
Brazil	0.011491497434083238
Cambodia	0.009906511643944248
Canada	0.059220976138283386
Cape Verde	0.00994235335989829
China	0.04075396925317317
Colombia	0.029348767320779505
Cuba	0.0320629853433592
Dominican Republic	0.039346302880512156
Ecuador	0.00989743678403273
El Salvador	0.009862923656257764
French Guiana	0.009862888785476491
French Polynesia	0.010368278265022221
Guatemala	0.03033691842237796
Guinea	1.1358276364076691e-08
Haiti	0.030084938222444502
Honduras	0.011691397677687941
India	0.010037200125493063
Indonesia	0.009862819494359427
Italy	0.03972405473526033
Jamaica	0.033755937769358285
Japan	0.049479448294667445
Martinique	0.009941155256414657
Mexico	0.07208897174314395
Micronesia	0.009862881847693664
Nicaragua	0.10376117016835604
Nigeria	1.1358276364076691e-08
Panama	0.011812475150810546
Peru	0.009898801265037277
Philippines	0.009862799713941928
Portugal	0.009862739742653382
Puerto Rico	0.020528790268532437
Russia	0.059350366366016025
Singapore	0.010053190148166904
South Korea	0.01983182282527544
Suriname	0.01096545658881461
Taiwan	0.01972878311764722
Thailand	0.015305955426203199
USA	0.059040475706470745
Venezuela	0.019776306674300803
Vietnam	0.011358276364076693
