parameter	value
pastml_version	1.9.29.5
character	country
log_likelihood	-513.9992444747115
log_likelihood_restricted_JOINT	-526.9845849202902
log_likelihood_restricted_MAP	-528.1024544558157
log_likelihood_restricted_MPPA	-516.9494442394174
method	MPPA
model	F81
num_nodes	591
num_scenarios	47029248
num_states_per_node_avg	1.0710659898477157
num_tips	365
num_unresolved_nodes	14
percentage_of_unresolved_nodes	2.3688663282571913
scaling_factor	0.14990888574584887
smoothing_factor	0.8106001397337979
state_changes_per_avg_branch	0.2050231190019842
Australia	0.01068260016877786
Brazil	0.015100987687740715
Cambodia	0.010682496580626701
Canada	0.010682536277355631
Central African Republic	1.0358235145164495e-08
China	0.04392780191941637
Colombia	0.011047065923173694
Cuba	0.03317397856637774
Dominican Republic	0.034088918278039324
Ecuador	0.01072129473521697
El Salvador	0.010682294634282495
French Guiana	0.010682437602664616
French Polynesia	0.011011557192812813
Guatemala	0.032220664322945236
Haiti	0.03265347213322742
Honduras	0.011961787090970693
India	0.01080594795410071
Indonesia	0.010682781322287708
Italy	0.042799661616796256
Jamaica	0.03203914999803853
Japan	0.0426938905202743
Malaysia	0.010682247474376504
Martinique	0.011032451320401874
Mexico	0.08528034372275876
Nicaragua	0.0883622542555412
Nigeria	1.0358235145164495e-08
Panama	0.0214412071061491
Peru	0.010726317870067491
Philippines	0.010682775625617213
Puerto Rico	0.010834834480895061
Russia	0.053754655557641896
Senegal	1.0358235145164495e-08
Singapore	0.03210689807120073
South Korea	0.021440748408073786
Suriname	0.021693934830144115
Taiwan	0.010682258924192462
Thailand	0.012872568472628418
USA	0.12760727677899797
Uganda	1.0358235145164495e-08
United Kingdom	0.010682294991789416
Venezuela	0.021417331006293214
Vietnam	0.010358235145164494
