parameter	value
pastml_version	1.9.33
character	country
log_likelihood	-499.00094407570697
log_likelihood_restricted_JOINT	-512.4624536330862
log_likelihood_restricted_MAP	-513.1388972178356
log_likelihood_restricted_MPPA	-502.09692580391527
method	MPPA
model	F81
num_nodes	486
num_scenarios	436700160
num_states_per_node_avg	1.1008230452674896
num_tips	301
num_unresolved_nodes	16
percentage_of_unresolved_nodes	3.292181069958848
scaling_factor	0.192643840784567
smoothing_factor	0.7740955732417905
state_changes_per_avg_branch	0.26412621629433675
Angola	0.010256145201373485
Argentina	0.009960203961787848
Australia	0.00996029497474359
Brazil	0.011187943095380671
Cambodia	0.01001195642088376
Canada	0.05980264648612448
Cape Verde	0.010043568455551261
China	0.051406515630694156
Colombia	0.02080710052185764
Cuba	0.03218068087049107
Dominican Republic	0.013056987962914681
Ecuador	0.010001688719736132
El Salvador	0.009960241895956314
French Guiana	0.009960376891639571
French Polynesia	0.010432509147119937
Guatemala	0.030631697781475613
Guinea	1.1378679703031772e-08
Haiti	0.03047708616492699
Honduras	0.06618988535590949
India	0.010124355643846146
Indonesia	0.009960204641779177
Italy	0.04009368981361463
Jamaica	0.038693628947455365
Japan	0.04976680729231734
Martinique	0.010059714297014861
Mexico	0.06541736053385802
Micronesia	0.009960276788678652
Nicaragua	0.031206086846970207
Nigeria	1.1378679703031772e-08
Panama	0.020261211202707633
Peru	0.01000498934673421
Philippines	0.009960185018786758
Portugal	0.009960148758537244
Puerto Rico	0.020774429844546055
Russia	0.05999674446749011
Singapore	0.02032363357880663
South Korea	0.02003302848292503
Suriname	0.011074188208862856
Taiwan	0.019919597620411126
Thailand	0.014345820430250641
USA	0.08038182489828168
Venezuela	0.019975841337167736
Vietnam	0.011378679703031773
