parameter	value
pastml_version	1.9.33
character	country
log_likelihood	-499.9191758328796
log_likelihood_restricted_JOINT	-511.9157993583384
log_likelihood_restricted_MAP	-513.3961828941212
log_likelihood_restricted_MPPA	-502.82998243177053
method	MPPA
model	F81
num_nodes	487
num_scenarios	627056640
num_states_per_node_avg	1.104722792607803
num_tips	301
num_unresolved_nodes	17
percentage_of_unresolved_nodes	3.490759753593429
scaling_factor	0.195212898642289
smoothing_factor	0.6251863524456398
state_changes_per_avg_branch	0.26421123951487824
Angola	0.010342472859684839
Argentina	0.010109544433956834
Australia	0.010109381010148988
Brazil	0.011557019528657399
Cambodia	0.010161575488552408
Canada	0.06066397621721047
Cape Verde	0.01019466981516616
China	0.03120548397631255
Colombia	0.02151858250964181
Cuba	0.03272929461020333
Dominican Republic	0.03755135311433884
Ecuador	0.010151860001568785
El Salvador	0.010109613441389862
French Guiana	0.010109520855782064
French Polynesia	0.010581090301743508
Guatemala	0.031085619609921785
Guinea	1.1536322465885533e-08
Haiti	0.030860267909292066
Honduras	0.011434120727711963
India	0.010275595788925075
Indonesia	0.010109589385311691
Italy	0.04062230917600686
Jamaica	0.03770850080863253
Japan	0.05054431993273566
Martinique	0.010319678370550686
Mexico	0.05449360611601296
Micronesia	0.010109537607460152
Nicaragua	0.10301332301080131
Nigeria	1.1536322465885533e-08
Panama	0.020571298397654543
Peru	0.010155432032044892
Philippines	0.010109746592626147
Portugal	0.010109521235653509
Puerto Rico	0.02107621035436893
Russia	0.06082666754555753
Singapore	0.020637992828518286
South Korea	0.020321721379972974
Suriname	0.010982282487388195
Taiwan	0.020214671151151786
Thailand	0.015157529160811192
USA	0.060363517634906945
Venezuela	0.020265157053093962
Vietnam	0.011536322465885533
