808
MK560179	2018.0465753424658
MK560178	2017.7698630136986
MG976700	2014.013698630137
MK238039	2018.7753424657535
MK238038	2018.786301369863
MK238037	2018.772602739726
MK238036	2018.772602739726
MK238035	2018.7123287671234
MH900227	2016.0
MH179341	2015.9397260273972
MH882548	2016.4371584699454
MH882547	2016.4180327868853
MH882546	2016.3934426229507
MH882545	2016.379781420765
MH882544	2016.360655737705
MH882543	2016.3415300546449
MH882542	2016.2978142076502
MH882541	2016.2978142076502
MH882540	2016.568306010929
MH882539	2016.5464480874316
MH882538	2016.5273224043715
MH882537	2016.5081967213114
MH882536	2016.4890710382513
MH882535	2016.4562841530055
MH882534	2016.4344262295083
MH882533	2016.4207650273224
MH882532	2016.3934426229507
MH882531	2016.3743169398906
MH882530	2016.3551912568305
MH882529	2016.3360655737704
MH882528	2016.3169398907103
MH882527	2016.3169398907103
MK049252	2016.3715846994535
MK049251	2016.6612021857923
MK049250	2016.4726775956285
MK049249	2016.8360655737704
MK049248	2016.568306010929
MK049247	2016.0765027322404
MK049246	2016.1857923497269
MK049245	2016.1612021857923
MK105975	2016.450819672131
MG770186	2017.1671232876713
MG770185	2017.1671232876713
MG770184	2017.1671232876713
MG770183	2017.0684931506848
MG770188	b(1900,2019)
MG770187	b(1900,2019)
MF783073	2016.3551912568305
MF783072	2016.4863387978141
MH916806	b(1900,2019)
MH916803	b(1900,2019)
MH916802	b(1900,2019)
MF510857	1984.4453551912568
MH513600	2015.9424657534246
MH513599	2015.9424657534246
MH513598	2015.9369863013699
MH763833	b(1900,2019)
MH763832	b(1900,2019)
NC035889	2015.0
NC012532	b(1900,2019)
MH544701	2016.0437158469945
MH013290	2017.7479452054795
MG807647	2017.682191780822
MG807646	2016.860655737705
MG548661	2016.9125683060108
MG548660	2016.9125683060108
MF996804	2017.5972602739726
MH055376	2016.0
KY379148	2016.1612021857923
MH368551	2016.450819672131
MF073359	2015.1616438356164
MF073358	2015.4136986301369
MF073357	2016.0846994535518
MH255601	2016.6666666666667
MH158237	2015.0
MH158236	2010.0
MG758786	b(1900,2019)
MG758785	b(1900,2019)
MH130109	b(1900,2019)
MH130108	b(1900,2019)
MH130107	b(1900,2019)
MH130106	b(1900,2019)
MH130105	b(1900,2019)
MH130104	b(1900,2019)
MH130103	b(1900,2019)
MH130102	b(1900,2019)
MH130101	b(1900,2019)
MH130100	b(1900,2019)
MH130099	b(1900,2019)
MH130098	b(1900,2019)
MH130097	b(1900,2019)
MH130096	b(1900,2019)
MH130095	b(1900,2019)
MH130094	b(1900,2019)
MH157213	2016.4754098360656
MH157208	2016.639344262295
MH157202	2016.6065573770493
MF964216	2016.9153005464482
KX893855	2016.2295081967213
KX702400	2016.2295081967213
MH119185	2016.9153005464482
MH063265	2017.5397260273974
MH063264	2017.613698630137
MH063263	2017.5917808219178
MH063262	2017.5397260273974
MH063261	2017.7287671232878
MH063260	2017.6
MH063259	2017.5643835616438
MH061915	b(1900,2019)
MH061914	b(1900,2019)
MH061913	b(1900,2019)
MH061912	b(1900,2019)
MH061911	b(1900,2019)
MH061910	b(1900,2019)
MH061909	b(1900,2019)
MH061908	b(1900,2019)
MH061907	b(1900,2019)
MH061906	b(1900,2019)
MH061905	b(1900,2019)
MH061904	b(1900,2019)
MH061903	b(1900,2019)
MH061902	b(1900,2019)
MH061901	b(1900,2019)
MH061900	b(1900,2019)
MH061899	b(1900,2019)
MH061898	b(1900,2019)
MH061897	b(1900,2019)
MH061896	b(1900,2019)
MH061895	b(1900,2019)
MH061894	b(1900,2019)
MH061893	b(1900,2019)
MH061892	b(1900,2019)
MH061891	b(1900,2019)
MH061890	b(1900,2019)
