parameter	value
pastml_version	1.9.30
character	country
log_likelihood	-718.7585577516343
log_likelihood_restricted_JOINT	-730.9694924449686
log_likelihood_restricted_MAP	-732.9938333579272
log_likelihood_restricted_MPPA	-721.7569920536564
method	MPPA
model	F81
num_nodes	1150
num_scenarios	2717245440
num_states_per_node_avg	1.0547826086956522
num_tips	747
num_unresolved_nodes	18
percentage_of_unresolved_nodes	1.565217391304348
scaling_factor	0.12424576038798045
smoothing_factor	0.09203224155714088
state_changes_per_avg_branch	0.13752283900679654
Angola	0.007549755572162552
Argentina	0.00745340282444458
Australia	0.0074536226205738
Brazil	0.03916972719410788
Cambodia	0.007462634155173979
Canada	0.04464429126740255
Cape Verde	0.007474623994632387
China	0.04229037863635636
Colombia	0.04775138345937579
Cuba	0.023413104794499744
Dominican Republic	0.03991816370129959
Ecuador	0.0074608455158282376
El Salvador	0.007454239098332433
French Guiana	0.007454120860714825
French Polynesia	0.0076466658582807654
Guatemala	0.022656727540982517
Guinea	7.989865778984698e-09
Haiti	0.029822974917180778
Honduras	0.008238737764428156
India	0.007494065526430809
Indonesia	0.007454298059395768
Italy	0.029736221594756623
Jamaica	0.029749911476358765
Japan	0.03724678538448073
Martinique	0.007570342104074045
Mexico	0.09757681966189333
Micronesia	0.007453566001615528
Nicaragua	0.09130183478438882
Nigeria	7.989865778984698e-09
Panama	0.015069511192172825
Peru	0.007465757300187078
Philippines	0.007454197864103533
Portugal	0.007454241223599821
Puerto Rico	0.015316587990082623
Russia	0.044672098010421823
Singapore	0.03157380549831194
South Korea	0.014874656412071516
Suriname	0.015076170192126044
Taiwan	0.014858520557222258
Thailand	0.008862275390011613
USA	0.11357166243583354
Venezuela	0.014861389805967748
Vietnam	0.007989865778984698
